,date,totalRequests,successfulRequests,failedRequests
0,2021-01-01,2654,2598,56
1,2021-01-02,525,514,11
2,2021-01-03,470,460,10
3,2021-01-04,4361,4218,143
4,2021-01-05,1193,1148,45
5,2021-01-06,4893,4784,109
6,2021-01-07,2537,2425,112
7,2021-01-08,3160,3049,111
8,2021-01-09,4554,4474,80
9,2021-01-10,3411,3303,108
10,2021-01-11,2392,2328,64
11,2021-01-12,4965,4845,120
12,2021-01-13,2370,2296,74
13,2021-01-14,682,682,0
14,2021-01-15,1720,1665,55
15,2021-01-16,3127,2999,128
16,2021-01-17,3503,3387,116
17,2021-01-18,3375,3318,57
18,2021-01-19,129,125,4
19,2021-01-20,3165,3126,39
20,2021-01-21,3324,3253,71
21,2021-01-22,125,123,2
22,2021-01-23,688,688,0
23,2021-01-24,1792,1743,49
24,2021-01-25,1458,1438,20
25,2021-01-26,2236,2222,14
26,2021-01-27,2160,2139,21
27,2021-01-28,2929,2913,16
28,2021-01-29,3246,3120,126
29,2021-01-30,3970,3874,96
30,2021-01-31,547,542,5
31,2021-02-01,3168,3105,63
32,2021-02-02,1532,1500,32
33,2021-02-03,3637,3565,72
34,2021-02-04,2274,2213,61
35,2021-02-05,73,71,2
36,2021-02-06,3966,3810,156
37,2021-02-07,4122,4099,23
38,2021-02-08,1760,1701,59
39,2021-02-09,264,260,4
40,2021-02-10,2700,2603,97
41,2021-02-11,2865,2766,99
42,2021-02-12,3349,3274,75
43,2021-02-13,500,499,1
44,2021-02-14,4393,4356,37
45,2021-02-15,2524,2494,30
46,2021-02-16,288,280,8
47,2021-02-17,2647,2633,14
48,2021-02-18,2735,2643,92
49,2021-02-19,861,821,40
50,2021-02-20,4455,4267,188
51,2021-02-21,4252,4225,27
52,2021-02-22,150,148,2
53,2021-02-23,68,68,0
54,2021-02-24,3714,3539,175
55,2021-02-25,4414,4258,156
56,2021-02-26,4337,4261,76
57,2021-02-27,628,611,17
58,2021-02-28,4290,4110,180
59,2021-03-01,2781,2657,124
60,2021-03-02,793,766,27
61,2021-03-03,3506,3402,104
62,2021-03-04,970,944,26
63,2021-03-05,547,522,25
64,2021-03-06,4457,4236,221
65,2021-03-07,2778,2732,46
66,2021-03-08,178,172,6
67,2021-03-09,650,640,10
68,2021-03-10,4440,4351,89
69,2021-03-11,438,426,12
70,2021-03-12,2274,2180,94
71,2021-03-13,2133,2088,45
72,2021-03-14,3051,2951,100
73,2021-03-15,4338,4222,116
74,2021-03-16,2758,2690,68
75,2021-03-17,1011,987,24
76,2021-03-18,4457,4457,0
77,2021-03-19,4806,4686,120
78,2021-03-20,2394,2325,69
79,2021-03-21,1866,1776,90
80,2021-03-22,1234,1184,50
81,2021-03-23,4815,4628,187
82,2021-03-24,3522,3367,155
83,2021-03-25,3906,3793,113
84,2021-03-26,3386,3280,106
85,2021-03-27,4620,4511,109
86,2021-03-28,1435,1435,0
87,2021-03-29,3889,3754,135
88,2021-03-30,4657,4439,218
89,2021-03-31,1379,1375,4
90,2021-04-01,3531,3380,151
91,2021-04-02,1195,1191,4
92,2021-04-03,187,187,0
93,2021-04-04,570,545,25
94,2021-04-05,257,254,3
95,2021-04-06,1028,1008,20
96,2021-04-07,2464,2349,115
97,2021-04-08,2469,2417,52
98,2021-04-09,1753,1699,54
99,2021-04-10,1000,999,1
100,2021-04-11,2986,2966,20
101,2021-04-12,4372,4210,162
102,2021-04-13,4551,4448,103
103,2021-04-14,909,902,7
104,2021-04-15,3588,3548,40
105,2021-04-16,4160,4039,121
106,2021-04-17,4411,4217,194
107,2021-04-18,2587,2509,78
108,2021-04-19,1612,1603,9
109,2021-04-20,1749,1744,5
110,2021-04-21,2396,2293,103
111,2021-04-22,1087,1075,12
112,2021-04-23,2830,2787,43
113,2021-04-24,627,627,0
114,2021-04-25,4847,4630,217
115,2021-04-26,173,173,0
116,2021-04-27,2865,2777,88
117,2021-04-28,3467,3358,109
118,2021-04-29,2551,2501,50
119,2021-04-30,218,218,0
120,2021-05-01,1072,1038,34
121,2021-05-02,4114,4038,76
122,2021-05-03,4894,4881,13
123,2021-05-04,813,800,13
124,2021-05-05,1251,1241,10
125,2021-05-06,4888,4700,188
126,2021-05-07,3765,3685,80
127,2021-05-08,3597,3559,38
128,2021-05-09,2119,2073,46
129,2021-05-10,4835,4833,2
130,2021-05-11,4704,4579,125
131,2021-05-12,987,978,9
132,2021-05-13,2696,2618,78
133,2021-05-14,1095,1071,24
134,2021-05-15,4650,4648,2
135,2021-05-16,2843,2778,65
136,2021-05-17,4441,4236,205
137,2021-05-18,1985,1941,44
138,2021-05-19,4863,4716,147
139,2021-05-20,2732,2727,5
140,2021-05-21,4839,4683,156
141,2021-05-22,4789,4742,47
142,2021-05-23,738,738,0
143,2021-05-24,4697,4606,91
144,2021-05-25,344,340,4
145,2021-05-26,4760,4757,3
146,2021-05-27,1368,1344,24
147,2021-05-28,1195,1146,49
148,2021-05-29,1919,1846,73
149,2021-05-30,2048,2025,23
150,2021-05-31,4473,4252,221
151,2021-06-01,148,144,4
152,2021-06-02,1509,1466,43
153,2021-06-03,4703,4700,3
154,2021-06-04,2922,2816,106
155,2021-06-05,2941,2803,138
156,2021-06-06,292,279,13
157,2021-06-07,4610,4440,170
158,2021-06-08,2946,2923,23
159,2021-06-09,1290,1269,21
160,2021-06-10,1760,1682,78
161,2021-06-11,94,94,0
162,2021-06-12,2175,2160,15
163,2021-06-13,4256,4084,172
164,2021-06-14,1054,1039,15
165,2021-06-15,4677,4625,52
166,2021-06-16,1915,1851,64
167,2021-06-17,4419,4397,22
168,2021-06-18,4514,4465,49
169,2021-06-19,1312,1305,7
170,2021-06-20,4162,4024,138
171,2021-06-21,3353,3213,140
172,2021-06-22,682,650,32
173,2021-06-23,4732,4608,124
174,2021-06-24,258,250,8
175,2021-06-25,3698,3576,122
176,2021-06-26,2030,1981,49
177,2021-06-27,1882,1818,64
178,2021-06-28,2287,2230,57
179,2021-06-29,2603,2508,95
180,2021-06-30,1108,1078,30
181,2021-07-01,196,192,4
182,2021-07-02,1765,1758,7
183,2021-07-03,77,74,3
184,2021-07-04,1908,1893,15
185,2021-07-05,2806,2765,41
186,2021-07-06,1041,1035,6
187,2021-07-07,1603,1533,70
188,2021-07-08,4785,4628,157
189,2021-07-09,3436,3318,118
190,2021-07-10,3073,2977,96
191,2021-07-11,4965,4856,109
192,2021-07-12,2420,2334,86
193,2021-07-13,1681,1667,14
194,2021-07-14,3928,3925,3
195,2021-07-15,3807,3755,52
196,2021-07-16,4071,3978,93
197,2021-07-17,3633,3504,129
198,2021-07-18,1019,988,31
199,2021-07-19,1024,986,38
200,2021-07-20,360,349,11
201,2021-07-21,1486,1414,72
202,2021-07-22,4989,4825,164
203,2021-07-23,701,685,16
204,2021-07-24,4908,4792,116
205,2021-07-25,899,887,12
206,2021-07-26,1728,1694,34
207,2021-07-27,1128,1109,19
208,2021-07-28,3158,3109,49
209,2021-07-29,671,669,2
210,2021-07-30,3314,3288,26
211,2021-07-31,1489,1466,23
212,2021-08-01,1814,1733,81
213,2021-08-02,3077,2931,146
214,2021-08-03,721,719,2
215,2021-08-04,3757,3754,3
216,2021-08-05,3279,3135,144
217,2021-08-06,1877,1817,60
218,2021-08-07,4199,4165,34
219,2021-08-08,2860,2780,80
220,2021-08-09,4793,4710,83
221,2021-08-10,2598,2475,123
222,2021-08-11,336,320,16
223,2021-08-12,4269,4097,172
224,2021-08-13,1555,1554,1
225,2021-08-14,1872,1779,93
226,2021-08-15,169,168,1
227,2021-08-16,1655,1585,70
228,2021-08-17,1509,1448,61
229,2021-08-18,4799,4663,136
230,2021-08-19,887,860,27
231,2021-08-20,2676,2574,102
232,2021-08-21,2081,2001,80
233,2021-08-22,3143,3128,15
234,2021-08-23,3186,3080,106
235,2021-08-24,1434,1365,69
236,2021-08-25,1446,1385,61
237,2021-08-26,2211,2184,27
238,2021-08-27,3382,3234,148
239,2021-08-28,2228,2190,38
240,2021-08-29,4687,4617,70
241,2021-08-30,3869,3814,55
242,2021-08-31,2348,2308,40
243,2021-09-01,2649,2634,15
244,2021-09-02,4524,4453,71
245,2021-09-03,914,902,12
246,2021-09-04,551,542,9
247,2021-09-05,1222,1216,6
248,2021-09-06,4309,4103,206
249,2021-09-07,4211,4083,128
250,2021-09-08,2579,2451,128
251,2021-09-09,1495,1475,20
252,2021-09-10,2702,2633,69
253,2021-09-11,493,483,10
254,2021-09-12,101,99,2
255,2021-09-13,3780,3666,114
256,2021-09-14,3677,3562,115
257,2021-09-15,3560,3532,28
258,2021-09-16,2207,2104,103
259,2021-09-17,4892,4693,199
260,2021-09-18,4577,4512,65
261,2021-09-19,321,307,14
262,2021-09-20,98,97,1
263,2021-09-21,460,439,21
264,2021-09-22,4214,4034,180
265,2021-09-23,1917,1902,15
266,2021-09-24,97,95,2
267,2021-09-25,1431,1421,10
268,2021-09-26,1267,1261,6
269,2021-09-27,467,457,10
270,2021-09-28,1102,1081,21
271,2021-09-29,1046,1029,17
272,2021-09-30,1435,1431,4
273,2021-10-01,2519,2428,91
274,2021-10-02,2997,2863,134
275,2021-10-03,498,483,15
276,2021-10-04,1057,1007,50
277,2021-10-05,1647,1571,76
278,2021-10-06,966,931,35
279,2021-10-07,3140,3071,69
280,2021-10-08,4289,4228,61
281,2021-10-09,4732,4627,105
282,2021-10-10,2460,2339,121
283,2021-10-11,2018,1998,20
284,2021-10-12,2823,2696,127
285,2021-10-13,7,7,0
286,2021-10-14,4835,4729,106
287,2021-10-15,4276,4090,186
288,2021-10-16,4142,3949,193
289,2021-10-17,3707,3528,179
290,2021-10-18,4353,4242,111
291,2021-10-19,3033,2952,81
292,2021-10-20,1123,1096,27
293,2021-10-21,1720,1698,22
294,2021-10-22,4933,4708,225
295,2021-10-23,4791,4647,144
296,2021-10-24,1880,1879,1
297,2021-10-25,4818,4710,108
298,2021-10-26,4705,4661,44
299,2021-10-27,4854,4766,88
300,2021-10-28,2912,2893,19
301,2021-10-29,3011,2920,91
302,2021-10-30,703,682,21
303,2021-10-31,4255,4116,139
304,2021-11-01,1877,1820,57
305,2021-11-02,1221,1165,56
306,2021-11-03,3939,3790,149
307,2021-11-04,3979,3811,168
308,2021-11-05,4865,4725,140
309,2021-11-06,3871,3798,73
310,2021-11-07,1868,1788,80
311,2021-11-08,2765,2699,66
312,2021-11-09,1125,1107,18
313,2021-11-10,4062,4061,1
314,2021-11-11,1268,1242,26
315,2021-11-12,4537,4412,125
316,2021-11-13,1804,1730,74
317,2021-11-14,3923,3783,140
318,2021-11-15,2351,2242,109
319,2021-11-16,3021,2874,147
320,2021-11-17,3944,3792,152
321,2021-11-18,521,520,1
322,2021-11-19,2254,2143,111
323,2021-11-20,2304,2212,92
324,2021-11-21,508,502,6
325,2021-11-22,3176,3032,144
326,2021-11-23,3584,3463,121
327,2021-11-24,4824,4709,115
328,2021-11-25,2493,2472,21
329,2021-11-26,735,726,9
330,2021-11-27,4864,4853,11
331,2021-11-28,277,272,5
332,2021-11-29,4047,3925,122
333,2021-11-30,3922,3794,128
334,2021-12-01,70,68,2
335,2021-12-02,1094,1082,12
336,2021-12-03,2961,2930,31
337,2021-12-04,4739,4511,228
338,2021-12-05,4239,4170,69
339,2021-12-06,4198,4021,177
340,2021-12-07,320,306,14
341,2021-12-08,3762,3657,105
342,2021-12-09,2467,2459,8
343,2021-12-10,1342,1293,49
344,2021-12-11,127,126,1
345,2021-12-12,1537,1523,14
346,2021-12-13,4494,4305,189
347,2021-12-14,2249,2164,85
348,2021-12-15,1315,1257,58
349,2021-12-16,4303,4237,66
350,2021-12-17,98,95,3
351,2021-12-18,4385,4286,99
352,2021-12-19,2479,2446,33
353,2021-12-20,1397,1362,35
354,2021-12-21,2892,2873,19
355,2021-12-22,3053,3007,46
356,2021-12-23,2372,2339,33
357,2021-12-24,237,228,9
358,2021-12-25,1070,1026,44
359,2021-12-26,3818,3702,116
360,2021-12-27,2639,2571,68
361,2021-12-28,3589,3565,24
362,2021-12-29,3843,3791,52
363,2021-12-30,665,637,28
364,2021-12-31,902,858,44
365,2022-01-01,1679,1657,22
366,2022-01-02,3210,3158,52
367,2022-01-03,2652,2582,70
368,2022-01-04,214,211,3
369,2022-01-05,4043,3861,182
370,2022-01-06,2863,2852,11
371,2022-01-07,2825,2744,81
372,2022-01-08,2879,2777,102
373,2022-01-09,1708,1641,67
374,2022-01-10,3533,3405,128
375,2022-01-11,84,84,0
376,2022-01-12,4114,4076,38
377,2022-01-13,470,450,20
378,2022-01-14,3898,3795,103
379,2022-01-15,3994,3899,95
380,2022-01-16,3159,3038,121
381,2022-01-17,2338,2311,27
382,2022-01-18,1550,1492,58
383,2022-01-19,3374,3253,121
384,2022-01-20,1946,1858,88
385,2022-01-21,3116,3115,1
386,2022-01-22,2440,2379,61
387,2022-01-23,3466,3357,109
388,2022-01-24,4220,4162,58
389,2022-01-25,1316,1262,54
390,2022-01-26,3627,3592,35
391,2022-01-27,1290,1252,38
392,2022-01-28,4705,4542,163
393,2022-01-29,2191,2131,60
394,2022-01-30,3728,3630,98
395,2022-01-31,2767,2644,123
396,2022-02-01,168,165,3
397,2022-02-02,3877,3727,150
398,2022-02-03,4073,4071,2
399,2022-02-04,3801,3645,156
400,2022-02-05,3889,3850,39
401,2022-02-06,2833,2746,87
402,2022-02-07,4329,4223,106
403,2022-02-08,4148,4068,80
404,2022-02-09,712,679,33
405,2022-02-10,2918,2908,10
406,2022-02-11,2383,2340,43
407,2022-02-12,1394,1354,40
408,2022-02-13,3043,2928,115
409,2022-02-14,2155,2129,26
410,2022-02-15,1136,1118,18
411,2022-02-16,2373,2326,47
412,2022-02-17,4729,4714,15
413,2022-02-18,3952,3859,93
414,2022-02-19,4107,4054,53
415,2022-02-20,1525,1483,42
416,2022-02-21,3988,3965,23
417,2022-02-22,4296,4104,192
418,2022-02-23,2809,2772,37
419,2022-02-24,4427,4250,177
420,2022-02-25,3475,3425,50
421,2022-02-26,3955,3863,92
422,2022-02-27,2396,2388,8
423,2022-02-28,494,490,4
424,2022-03-01,4034,3967,67
425,2022-03-02,697,691,6
426,2022-03-03,3208,3150,58
427,2022-03-04,2618,2559,59
428,2022-03-05,1353,1315,38
429,2022-03-06,3259,3153,106
430,2022-03-07,1715,1691,24
431,2022-03-08,618,613,5
432,2022-03-09,1082,1030,52
433,2022-03-10,420,405,15
434,2022-03-11,1221,1221,0
435,2022-03-12,4407,4304,103
436,2022-03-13,2185,2104,81
437,2022-03-14,1266,1219,47
438,2022-03-15,918,882,36
439,2022-03-16,2790,2786,4
440,2022-03-17,3441,3379,62
441,2022-03-18,369,366,3
442,2022-03-19,4101,3900,201
443,2022-03-20,3077,3062,15
444,2022-03-21,4509,4304,205
445,2022-03-22,1291,1245,46
446,2022-03-23,4125,4058,67
447,2022-03-24,4658,4608,50
448,2022-03-25,608,587,21
449,2022-03-26,1769,1729,40
450,2022-03-27,2184,2177,7
451,2022-03-28,862,828,34
452,2022-03-29,3167,3167,0
453,2022-03-30,1802,1792,10
454,2022-03-31,3897,3888,9
455,2022-04-01,4088,4014,74
456,2022-04-02,2311,2293,18
457,2022-04-03,3603,3578,25
458,2022-04-04,495,495,0
459,2022-04-05,1586,1516,70
460,2022-04-06,55,53,2
461,2022-04-07,26,25,1
462,2022-04-08,1568,1517,51
463,2022-04-09,4140,3975,165
464,2022-04-10,2486,2394,92
465,2022-04-11,2370,2294,76
466,2022-04-12,4854,4679,175
467,2022-04-13,373,365,8
468,2022-04-14,3315,3190,125
469,2022-04-15,4676,4520,156
470,2022-04-16,322,310,12
471,2022-04-17,4356,4238,118
472,2022-04-18,1522,1456,66
473,2022-04-19,4508,4309,199
474,2022-04-20,2235,2156,79
475,2022-04-21,2875,2761,114
476,2022-04-22,2888,2866,22
477,2022-04-23,2332,2311,21
478,2022-04-24,3538,3417,121
479,2022-04-25,1570,1560,10
480,2022-04-26,593,567,26
481,2022-04-27,631,618,13
482,2022-04-28,1150,1139,11
483,2022-04-29,2967,2940,27
484,2022-04-30,4057,3920,137
485,2022-05-01,2610,2490,120
486,2022-05-02,1518,1446,72
487,2022-05-03,4674,4455,219
488,2022-05-04,4438,4226,212
489,2022-05-05,4942,4708,234
490,2022-05-06,1382,1335,47
491,2022-05-07,3778,3745,33
492,2022-05-08,1197,1145,52
493,2022-05-09,709,701,8
494,2022-05-10,236,236,0
495,2022-05-11,1557,1508,49
496,2022-05-12,2031,1953,78
497,2022-05-13,430,426,4
498,2022-05-14,4801,4633,168
499,2022-05-15,3701,3626,75
500,2022-05-16,2896,2872,24
501,2022-05-17,1981,1885,96
502,2022-05-18,723,694,29
503,2022-05-19,4373,4284,89
504,2022-05-20,2094,2048,46
505,2022-05-21,3807,3794,13
506,2022-05-22,2377,2306,71
507,2022-05-23,4743,4586,157
508,2022-05-24,4567,4561,6
509,2022-05-25,2806,2692,114
510,2022-05-26,1221,1219,2
511,2022-05-27,130,126,4
512,2022-05-28,4059,3906,153
513,2022-05-29,280,278,2
514,2022-05-30,2586,2465,121
515,2022-05-31,572,547,25
516,2022-06-01,2901,2850,51
517,2022-06-02,267,265,2
518,2022-06-03,4956,4798,158
519,2022-06-04,3181,3033,148
520,2022-06-05,735,730,5
521,2022-06-06,920,886,34
522,2022-06-07,586,579,7
523,2022-06-08,2943,2856,87
524,2022-06-09,3734,3683,51
525,2022-06-10,1623,1609,14
526,2022-06-11,927,897,30
527,2022-06-12,2749,2624,125
528,2022-06-13,3453,3344,109
529,2022-06-14,3479,3445,34
530,2022-06-15,958,938,20
531,2022-06-16,2265,2249,16
532,2022-06-17,3235,3138,97
533,2022-06-18,3942,3778,164
534,2022-06-19,4258,4183,75
535,2022-06-20,4387,4293,94
536,2022-06-21,419,399,20
537,2022-06-22,3670,3541,129
538,2022-06-23,229,220,9
539,2022-06-24,1252,1203,49
540,2022-06-25,4218,4187,31
541,2022-06-26,1484,1452,32
542,2022-06-27,3104,3067,37
543,2022-06-28,4574,4456,118
544,2022-06-29,737,704,33
545,2022-06-30,433,424,9
546,2022-07-01,766,752,14
547,2022-07-02,3930,3828,102
548,2022-07-03,1686,1679,7
549,2022-07-04,2205,2174,31
550,2022-07-05,2540,2508,32
551,2022-07-06,3738,3675,63
552,2022-07-07,1444,1398,46
553,2022-07-08,2118,2095,23
554,2022-07-09,682,671,11
555,2022-07-10,4586,4426,160
556,2022-07-11,1919,1848,71
557,2022-07-12,3448,3338,110
558,2022-07-13,2476,2391,85
559,2022-07-14,4302,4245,57
560,2022-07-15,4232,4132,100
561,2022-07-16,1971,1925,46
562,2022-07-17,571,553,18
563,2022-07-18,1820,1803,17
564,2022-07-19,4114,3937,177
565,2022-07-20,3121,3086,35
566,2022-07-21,3929,3738,191
567,2022-07-22,1108,1099,9
568,2022-07-23,2230,2162,68
569,2022-07-24,2457,2376,81
570,2022-07-25,4436,4242,194
571,2022-07-26,4646,4466,180
572,2022-07-27,443,439,4
573,2022-07-28,4703,4477,226
574,2022-07-29,694,672,22
575,2022-07-30,3363,3247,116
576,2022-07-31,4425,4316,109
577,2022-08-01,1549,1534,15
578,2022-08-02,2439,2392,47
579,2022-08-03,1515,1458,57
580,2022-08-04,3805,3693,112
581,2022-08-05,99,98,1
582,2022-08-06,1738,1652,86
583,2022-08-07,3955,3880,75
584,2022-08-08,2716,2622,94
585,2022-08-09,443,433,10
586,2022-08-10,4799,4569,230
587,2022-08-11,3599,3497,102
588,2022-08-12,3727,3641,86
589,2022-08-13,3994,3967,27
590,2022-08-14,1031,991,40
591,2022-08-15,2895,2879,16
592,2022-08-16,609,600,9
593,2022-08-17,1096,1094,2
594,2022-08-18,2266,2242,24
595,2022-08-19,4975,4926,49
596,2022-08-20,943,912,31
597,2022-08-21,2088,2064,24
598,2022-08-22,1917,1850,67
599,2022-08-23,3615,3500,115
600,2022-08-24,2836,2830,6
601,2022-08-25,4996,4955,41
602,2022-08-26,3782,3673,109
603,2022-08-27,4736,4500,236
604,2022-08-28,4413,4279,134
605,2022-08-29,1249,1217,32
606,2022-08-30,1884,1881,3
607,2022-08-31,1161,1144,17
608,2022-09-01,2455,2345,110
609,2022-09-02,2273,2209,64
610,2022-09-03,4062,4055,7
611,2022-09-04,3111,3052,59
612,2022-09-05,3975,3860,115
613,2022-09-06,948,939,9
614,2022-09-07,2148,2126,22
615,2022-09-08,1923,1887,36
616,2022-09-09,3377,3315,62
617,2022-09-10,4253,4225,28
618,2022-09-11,2327,2263,64
619,2022-09-12,1690,1646,44
620,2022-09-13,1502,1449,53
621,2022-09-14,2013,1937,76
622,2022-09-15,1672,1591,81
623,2022-09-16,4158,3973,185
624,2022-09-17,2783,2730,53
625,2022-09-18,1219,1208,11
626,2022-09-19,4167,4147,20
627,2022-09-20,1803,1773,30
628,2022-09-21,3848,3829,19
629,2022-09-22,3832,3676,156
630,2022-09-23,4072,3898,174
631,2022-09-24,3341,3181,160
632,2022-09-25,4306,4209,97
633,2022-09-26,3316,3314,2
634,2022-09-27,3065,3040,25
635,2022-09-28,2625,2602,23
636,2022-09-29,4573,4451,122
637,2022-09-30,3513,3405,108
638,2022-10-01,3902,3793,109
639,2022-10-02,2686,2632,54
640,2022-10-03,1035,1029,6
641,2022-10-04,2553,2501,52
642,2022-10-05,3308,3186,122
643,2022-10-06,4035,3907,128
644,2022-10-07,4340,4136,204
645,2022-10-08,57,56,1
646,2022-10-09,4725,4559,166
647,2022-10-10,2603,2507,96
648,2022-10-11,796,784,12
649,2022-10-12,432,425,7
650,2022-10-13,4869,4752,117
651,2022-10-14,3276,3202,74
652,2022-10-15,1394,1353,41
653,2022-10-16,3204,3181,23
654,2022-10-17,1732,1660,72
655,2022-10-18,2791,2654,137
656,2022-10-19,3039,2911,128
657,2022-10-20,2332,2278,54
658,2022-10-21,2647,2553,94
659,2022-10-22,4765,4700,65
660,2022-10-23,2485,2451,34
661,2022-10-24,224,218,6
662,2022-10-25,1110,1082,28
663,2022-10-26,3195,3182,13
664,2022-10-27,4309,4251,58
665,2022-10-28,3903,3712,191
666,2022-10-29,1606,1543,63
667,2022-10-30,3692,3570,122
668,2022-10-31,3339,3281,58
669,2022-11-01,2762,2670,92
670,2022-11-02,3682,3573,109
671,2022-11-03,1648,1581,67
672,2022-11-04,794,769,25
673,2022-11-05,61,60,1
674,2022-11-06,2731,2669,62
675,2022-11-07,3568,3476,92
676,2022-11-08,3386,3308,78
677,2022-11-09,538,535,3
678,2022-11-10,1346,1325,21
679,2022-11-11,4797,4747,50
680,2022-11-12,4148,4099,49
681,2022-11-13,3052,3027,25
682,2022-11-14,789,762,27
683,2022-11-15,4853,4693,160
684,2022-11-16,1534,1470,64
685,2022-11-17,2568,2568,0
686,2022-11-18,3278,3135,143
687,2022-11-19,4543,4532,11
688,2022-11-20,466,453,13
689,2022-11-21,3236,3191,45
690,2022-11-22,2070,2046,24
691,2022-11-23,1220,1196,24
692,2022-11-24,1447,1398,49
693,2022-11-25,2921,2826,95
694,2022-11-26,4288,4155,133
695,2022-11-27,676,675,1
696,2022-11-28,1691,1669,22
697,2022-11-29,4103,3985,118
698,2022-11-30,3487,3394,93
699,2022-12-01,749,731,18
700,2022-12-02,2325,2232,93
701,2022-12-03,3814,3657,157
702,2022-12-04,4852,4661,191
703,2022-12-05,225,220,5
704,2022-12-06,1438,1374,64
705,2022-12-07,3429,3307,122
706,2022-12-08,2647,2631,16
707,2022-12-09,2657,2624,33
708,2022-12-10,3689,3512,177
709,2022-12-11,2152,2072,80
710,2022-12-12,3390,3347,43
711,2022-12-13,120,116,4
712,2022-12-14,666,665,1
713,2022-12-15,1489,1485,4
714,2022-12-16,1220,1207,13
715,2022-12-17,3416,3256,160
716,2022-12-18,4182,4059,123
717,2022-12-19,2738,2636,102
718,2022-12-20,2415,2384,31
719,2022-12-21,374,367,7
720,2022-12-22,1869,1788,81
721,2022-12-23,4848,4814,34
722,2022-12-24,4495,4426,69
723,2022-12-25,4224,4079,145
724,2022-12-26,2515,2503,12
725,2022-12-27,1443,1386,57
726,2022-12-28,830,825,5
727,2022-12-29,329,314,15
728,2022-12-30,3020,2978,42
729,2022-12-31,1068,1030,38
730,2023-01-01,22,21,1
